Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2021;;;;;;;;;;;;
Ano de Lançamento;CPB;Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF2;Distribuidora;Máximo de Salas;Público;Renda (R$)
2003;B0300010000000;Amarelo Manga;Claudio Assis;Ficção;Olhos De Cão;SP;-;-;Riofilme;16;129021;769750
2003;B0300008300000;Apolônio Brasil, Campeão Da Alegria;Hugo Carvana;Ficção;Mac Comunicacão;RJ;Riofilme;RJ;Riofilme;6;12176;79348
2003;B0300039900000;As Alegres Comadres;Leila Hipólito;Ficção;Ananã Produções/Conexão Cinema/Zohar Cinema;RJ/RJ/RJ;-;-;Imagem;11;2977;21486
2003;B0300002400000;Banda De Ipanema - Folia De Albino;Paulo César Saraceni;Documentário;Shater Produções Artísticas;RJ;-;-;Riofilme;3;2004;9854
2003;B0300006200000;Carandiru;Hector Babenco;Ficção;Hb Filmes;SP;-;-;Columbia;298;4693853;29623481
2003;B0300041500000;Casseta & Planeta - A Taça Do Mundo É Nossa;Lula Buarque De Hollanda;Ficção;Conspiração Filmes;RJ;Warner/Estudios Mega;SP/RJ;Warner;274;690709;4346394
2003;B0300004100000;Cristina Quer Casar;Luiz Villaça;Ficção;Nia Filmes;SP;Fox Film Do Brasil/Estudios Mega/Ramalho Filmes/Tibet Filme;SP/RJ/SP/RJ;Fox;43;113208;764230
2003;B0200001300000;Desmundo;Alain Fresnot;Ficção;A.F. Cinema/Labocine;SP/RJ;-;-;Columbia;41;98514;692921
2003;B0300001600000;Deus É Brasileiro;Cacá Diegues;Ficção;Rio Vermelho Filmes;RJ;-;-;Columbia;162;1635212;10655438
2003;B0300015600000;Didi, O Cupido Trapalhão;Alexandre Boury/Paulo Aragão;Ficção;Diler & Associados;RJ;-;-;Columbia;147;1758579;8984535
2003;B0400145800000;Dois Perdidos Numa Noite Suja;José Joffily;Ficção;Coevo Filmes/Riofilme;RJ/RJ;-;-;Pandora/Riofilme;9;43780;176541
2003;B0300020800000;Dom;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Warner;70;108499;390784
2003;B0200001000000;Durval Discos;Anna Muylaert;Ficção;África Filmes/Dezenove Som E Imagens;SP/SP;-;-;Europa/Mam;7;58543;406930
2003;B0500276200000;Histórias Do Olhar;Isa Albuquerque;Ficção;Íris Cinematográfica Tv;RJ;-;-;Imovision;3;1511;10524,58
2003;B0300009400000;Ilha Rá-Tim-Bum Em O Martelo De Vulcano;Eliana Fonseca;Ficção;Tv Cultura;SP;Teleimage Productions;SP;Warner;157;187297;991184
2003;B0300019500000;Lisbela E O Prisioneiro;Guel Arraes;Ficção;Uns Produções E Filmes;RJ;Estudios Mega;RJ;Fox;245;3174643;19915933
2003;B0300034800000;Maria, Mãe Do Filho De Deus;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Columbia;303;2332873;12842085
2003;B0300008900000;Nelson Freire;João Moreira Salles;Documentário;Videofilmes;RJ;-;-;Videofilmes;4;64264;456022
2003;B0300007900000;O Caminho Das Nuvens;Vicente Amorim;Ficção;Filmes Do Equador;RJ;-;-;Buena Vista;73;214830;1705750
2003;B0300002900000;O Homem Do Ano;José Henrique Fonseca;Ficção;Conspiração Filmes/Estudios Mega/Estudios Quanta;RJ/RJ/SP;-;-;Warner;21;104659;726383
2003;B0300002700000;O Homem Que Copiava;Jorge Furtado;Ficção;Casa De Cinema De Porto Alegre;RS;-;-;Columbia;70;664651;4692436
2003;B0300021600000;Os Normais - O Filme;José Alvarenga Jr.;Ficção;Globo Filmes/M I 5 Filmes;RJ/RJ;-;-;Lumière;249;2996467;19874866
2003;B0400076000000;Paulinho Da Viola - Meu Tempo É Hoje;Izabel Jaguaribe;Documentário;Videofilmes;RJ;-;-;Videofilmes;6;54025;358726
2003;B0200001200000;Rua Seis Sem Número;João Batista De Andrade;Ficção;Oeste Filmes;SP;-;-;Pandora;1;1315;5918
2003;B0200000400000;Seja O Que Deus Quiser;Murilo Salles;Ficção;Brasil Filmes/Cinema Brasil Digital/Riofilme;SP/RJ/RJ;-;-;Europa/Mam/Riofilme;11;16254;102038
2003;B0500255100000;Separações;Domingos De Oliveira;Ficção;Caradecão Filmes/Raccord Produções;RJ/RJ;-;-;Riofilme;10;69697;519101
2003;B0300017900000;Um Passaporte Húngaro;Sandra Kogut;Documentário;República Pureza Filmes;RJ;-;-;Riofilme;2;9069;58000
2003;B0300046000000;Xuxa Abracadabra;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Warner;307;2214481;11677129
2003;B0300002500000;Zico, O Filme;Elizeu Ewald;Documentário;Diler & Associados/Labocine/Quanta-Rio/Tele Image;RJ/RJ/RJ/SP;-;-;Diler Prod.;ND;1000;5000
2004;B0400055700000;1,99 - Um Supermercado Que Vende Palavras;Marcelo Masagão;Ficção;Um Minuto;SP;Bits Filmes;SP;Imovision;3;11572;81156
2004;B0300045900000;33;Kiko Goifman;Documentário;Plateau Produções;SP;-;-;Paleotv;ND;11500;ND
2004;B0400053500000;A Cartomante;Pablo Uranga/Wagner De Assis;Ficção;Cinética Filmes/Labocine/Tropical Storm Entertainment;RJ/RJ/RJ;-;-;Imovision;46;36094;238667
2004;B0400127100000;A Dona Da História;Daniel Filho;Ficção;Lereby;RJ;Globo Filmes;RJ;Buena Vista;260;1271415;9025423
2004;B0400053800000;Benjamim;Monique Gardenberg;Ficção;Dueto Filmes;RJ;Estudios Mega;RJ;Europa/Mam;25;98301;759726
2004;B0300003000000;Cama De Gato;Alexandre Stockler;Ficção;A Exceção E A Regra Produções Artísticas/Prodigo Films;SP/SP;-;-;A Exceção E A Regra Produções Artísticas;1;25315;186823
2004;B0400081100000;Cazuza - O Tempo Não Para;Sandra Werneck/Walter Carvalho;Ficção;Lereby;RJ;Columbia Tristar Filmes Do Brasil/Globo Filmes/Cineluz Produções;SP/RJ/RJ;Columbia;292;3082522;21230606
2004;B0400103400000;Cine Gibi Da Turma Da Mônica - O Filme;José Márcio Nicolosi;Animação;Lojinha Da Mônica;SP;-;-;Uip;104;305752;1823899
2004;B0400096900000;Como Fazer Um Filme De Amor;José Roberto Torero;Ficção;Superfilmes;SP;-;-;Lumière;37;53545;388309
2004;B0300039800000;Concerto Campestre;Henrique De Freitas Lima;Ficção;Casa De Imagens/Cinematográfica Pampeana/Labocine/Sony Pictures;PE/RS/RJ/SP;-;-;Imagem;12;13010;67205
2004;B0400066300000;Contra Todos;Roberto Moreira;Ficção;Coração Da Selva/O2 Filmes;SP/SP;-;-;Warner;20;25358;187641
2004;B0300040300000;De Passagem;Ricardo Elias;Ficção;Raiz Produções;SP;-;-;Lumière;20;11419;75632
2004;B0400102600000;Didi Quer Ser Criança;Alexandre Boury/Reynaldo Boury;Ficção;Diler & Associados;RJ;-;-;Columbia;154;982175;5583242
2004;B0400138500000;Entreatos;João Moreira Salles;Documentário;Videofilmes;RJ;-;-;Videofilmes;7;38341;313023
2004;B0400085800000;Espelho D'Água - Uma Viagem No Rio São Francisco;Marcus Vinicius Cezar;Ficção;Copacabana Filmes E Produções;RJ;-;-;Europa/Mam;12;18096;121469
2004;B0300035200000;Evandro Teixeira - Instantâneos Da Realidade;Paulo Fontenelle;Documentário;Canal Imaginário;RJ;-;-;Riofilme;3;875;5874
2004;B0400053200000;Fala Tu;Guilherme Coelho;Documentário;Matizar/Videofilmes;RJ/RJ;-;-;Riofilme;6;10526;71929
2004;B0300023400000;Filme De Amor;Julio Bressane;Ficção;Grupo Novo De Cinema E Tv;RJ;-;-;Riofilme;5;10742;70761
2004;B0500446000000;Fábio Fabuloso;Antônio Ricardo/Pedro Cesar/Ricardo Bocão;Documentário;Surf Co;SP;Artezanato Eletrônico;RJ;Lumière;9;12458;94961
2004;B0300040100000;Garotas Do Abc;Carlos Reichenbach;Ficção;Dezenove Som E Imagens;SP;-;-;Europa/Mam;19;10746;71962
2004;B0300048300000;Glauber O Filme, Labirinto Do Brasil;Silvio Tendler;Documentário;Caliban Produções Cinematográficas;RJ;-;-;Riofilme;6;13456;85179
2004;B0400121700000;Irmãos De Fé;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Columbia;294;966021;5652025
2004;B0400085500000;Justiça;Maria Augusta Ramos;Documentário;Limite Produções;RJ;-;-;Mais Filmes;3;28635;138770
2004;B0300001800000;Lost Zweig;Sylvio Back;Ficção;Usina De Kyno;RJ;-;-;Riofilme;1;2398;20214
2004;B0400098900000;Língua - Vidas Em Português;Victor Lopes;Documentário;Sambascope Produções/Tv Zero Produções;RJ/RJ;-;-;Riofilme;5;11943;26545
2004;B0400170600000;Meu Tio Matou Um Cara;Jorge Furtado;Ficção;Casa De Cinema De Porto Alegre;RS;-;-;Fox;121;591120;4095008
2004;B0500408600000;Motoboys - Vida Loca;Caito Ortiz;Ficção;Prodigo Films;SP;-;-;Mais Filmes;ND;ND;ND
2004;B0300005800000;Narradores De Javé;Eliane Caffé;Ficção;Bananeira Filmes/Gullane;RJ/SP;-;-;Lumière;29;67004;456307
2004;B0400052300000;Nina;Heitor Dhalia;Ficção;Gullane;SP;-;-;Columbia;10;25268;178834
2004;B0400063000000;Noite De São João;Sérgio Silva;Ficção;Producers - Ngm Produções;RS;-;-;Ngm Produções;5;5355;25704
2004;B0400054400000;O Outro Lado Da Rua;Marcos Bernstein;Ficção;Neanderthal Mb Cinema;RJ;-;-;Columbia;37;92165;661465
2004;B0400050200000;O Prisioneiro Da Grade De Ferro;Paulo Sacramento;Documentário;Olhos De Cão;SP;-;-;Imovision;13;27848;156931
2004;B0300040900000;O Vestido;Paulo Thiago;Ficção;Vitória Produções;RJ;-;-;Columbia;41;30683;220274
2004;B0400097900000;Olga;Jayme Monjardim;Ficção;Nexus Cinema;SP;-;-;Lumière;339;3078030;20375397
2004;B0300040400000;Onde Anda Você;Sergio Rezende;Ficção;Morena Filmes;RJ;-;-;Uip;40;50958;411530
2004;B0400100300000;Pelé Eterno;Anibal Massaini Neto;Documentário;Anima Produções Audiovisuais/Cinearte Produções Cinematográficas;SP/SP;-;-;Uip;150;257932;1851866
2004;B0400138600000;Peões;Eduardo Coutinho;Documentário;Videofilmes;RJ;-;-;Videofilmes;7;17960;142211
2004;B0400100100000;Procuradas;José Frazão/Zeca Pires;Ficção;Mundo Imaginário Produções Cinematográficas;SC;Teleimage Productions;SP;Imagem;10;2920;19720
2004;B0300003400000;Querido Estranho;Ricardo Pinto E Silva;Ficção;Lereby/Tele Image/Veredas Comunicação E Arte;RJ/SP/SP;-;-;Imagem;27;18103;122520
2004;B0400062800000;Raízes Do Brasil;Nelson Pereira Dos Santos;Documentário;Regina Filmes/Riofilme/Videofilmes;RJ/RJ/RJ;-;-;Riofilme;5;19420;120366
2004;B0400126400000;Redentor;Cláudio Torres;Ficção;Conspiração Filmes/Estudios Mega/Estudios Quanta/Globo Filmes/Lereby;RJ/RJ/SP/RJ/RJ;-;-;Warner;81;247893;1880401
2004;B0300046200000;Rio De Jano;Anna Azevedo/Eduardo Souza Lima/Renata Baldi;Documentário;Hy Brazil Filmes;RJ;-;-;Riofilme;3;8284;55948
2004;B0500293500000;Samba Riachão;Jorge Alfredo;Documentário;Truque;BA;-;-;Pandora;3;1330;7418
2004;B0400050100000;Sexo, Amor E Traição;Jorge Fernando;Ficção;Total Entertainment;RJ;-;-;Fox;157;2219423;15775132
2004;B0300050000000;Um Show De Verão;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Warner;111;137507;741047
2004;B0300026000000;Viva Sapato!;Luiz Carlos Lacerda;Ficção;Europa Filmes/Terra Brasilis;SP/RJ;-;-;Europa/Mam;8;3507;24187
2004;B0300007100000;Viva Voz;Paulo Morelli;Ficção;O2 Filmes;SP;-;-;Buena Vista;79;206568;1522763
2004;B0400154400000;Xuxa E O Tesouro Da Cidade Perdida;Moacyr Góes;Ficção;Diler & Associados;RJ;-;-;Warner;300;1331652;7108730
2004;B0400055000000;À Margem Da Imagem;Evaldo Mocarzel;Documentário;Sp Filmes De São Paulo;SP;-;-;Mais Filmes;1;1728;12354
2005;B0500302600000;2 Filhos De Francisco: A História De Zezé Di Camargo E Luciano;Breno Silveira;Ficção;Conspiração Filmes/Globo Filmes/Lereby/Z.C.L. Comércio Promoções E Produções;RJ/RJ/RJ/SP;-;-;Columbia;329;5319677;36728278
2005;B0400131700000;A Pessoa É Para O Que Nasce;Roberto Berliner;Documentário;Tv Zero Produções;RJ;-;-;Copacabana Filmes/Riofilme;8;24475;152261
2005;B0500199900000;As Vidas De Maria;Renato Barbieri;Ficção;Gaia Filmes;DF;-;-;Pandora;10;2746;17530
2005;B0400129700000;Bendito Fruto;Sergio Goldenberg;Ficção;Riofilme/Trópicos Arte E Comunicação;RJ/RJ;-;-;Paris/Riofilme;14;52022;453503
2005;B0500251200000;Bens Confiscados;Carlos Reichenbach;Ficção;Dezenove Som E Imagens;SP;-;-;Imovision/Riofilme;3;4669;26754
2005;B0400131400000;Cabra-Cega;Toni Venturi;Ficção;Olhar Imaginário;SP;-;-;Europa/Mam;9;28620;220339
2005;B0500250700000;Casa De Areia;Andrucha Waddington;Ficção;Conspiração Filmes/Filmes Do Equador;RJ/RJ;-;-;Columbia;35;187296;1557698
2005;B0300008200000;Celeste & Estrela;Betse De Paula;Ficção;Aurora Cinematográfica;RJ;-;-;Bpp Produções Audiovisuais;1;4965;24175
2005;B0500265000000;Cidade Baixa;Sérgio Machado;Ficção;Videofilmes;RJ;-;-;Videofilmes/Lumière;31;128134;1021626
2005;B0500255500000;Cinema, Aspirinas E Urubus;Marcelo Gomes;Ficção;Rec Produtores Associados;PE;Dezenove Som E Imagens;SP;Imovision;17;105526;882373
2005;B0500281700000;Coisa De Mulher;Eliana Fonseca;Ficção;Diler & Associados;RJ;-;-;Warner;100;98963;714666
2005;B0500277500000;Coisa Mais Linda;Paulo Thiago;Documentário;Vitória Produções;RJ;Tele Image;SP;Columbia;11;35861;319251
2005;B0500241100000;Confronto Final;Alonso Gonçalves;Ficção;Karina Filmes;MG;-;-;Polifilmes;5;2081;12278
2005;B0500294600000;Diário De Um Novo Mundo;Paulo Nascimento;Ficção;Accorde Filmes/Linha De Produção Cinema Comunicação E Imagem/Panda Filmes;RS/RS/RS;-;-;Casablanca;7;12685;67809
2005;B0500282100000;Doutores Da Alegria;Mara Mourão;Documentário;Grifa Filmes/Mamo Filmes;SP/SP;-;-;Imovision;20;26294;212313
2005;B0400158100000;Eliana Em O Segredo Dos Golfinhos;Eliana Fonseca;Ficção;Canal Azul/Teleimage Productions;SP/SP;Intercross Imóveis E Participações/Emb Promotora E Controladora;SP/SP;Fox;106;330742;2022729
2005;B0400142200000;Extremo Sul;Monica Schmiedt/Sylvestre Campe;Documentário;Europa Filmes/M. Schmiedt Produções;SP/RS;-;-;Europa/Mam;5;13571;92149
2005;B0400165500000;Feminices;Domingos De Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Afinal Filmes/Antenna Produtora;RJ/RJ;Copacabana Filmes;3;7091;63556
2005;B0400123500000;Filhas Do Vento;Joel Zito Araújo;Ficção;Asacine Produções/Casa De Criação Cinema;RJ/DF;-;-;Riofilme;15;16578;117448
2005;B0500222600000;Gaijin Ama - Me Como Sou;Tizuka Yamasaki;Ficção;Scena Filmes;RJ;Art Films/Riofilme;RJ/RJ;Art Filmes;101;52898;388800
2005;B0300046600000;Garrincha, Estrela Solitária;Milton Alencar Jr;Ficção;Fam Produções;MG;-;-;Polifilmes;20;7877;54977
2005;B0300041300000;Harmada;Maurice Capovilla;Ficção;Saturna Produções;RJ;Estudios Quanta;SP;Riofilme;2;1261;8499
2005;B0400129600000;Jogo Subterrâneo - Underground Games;Roberto Gervitz;Ficção;Columbia Tristar Filmes Do Brasil/Estudios Mega/Locall/Ramalho Filmes/Vagalume;SP/RJ/SP/SP/SP;-;-;Buena Vista;31;20928;163781
2005;B0500220600000;Mais Uma Vez Amor;Rosane Svartman;Ficção;Raccord Produções/Total Entertainment;RJ/RJ;Warner;SP;Warner;144;228567;1662516
2005;B0500216600000;Mensageiras Da Luz - Parteiras Da Amazônia;Evaldo Mocarzel;Documentário;Casa Azul Produções/Sp Filmes De São Paulo;SP/SP;-;-;Sp Filmes;1;135;1287
2005;B0600575000000;Moro No Brasil;Mika Kaurismaki;Documentário;Magnatel;RJ;-;-;Pandora;2;2680;11911
2005;B0500365600000;Morro Da Conceição;Cristiana Grumbach;Documentário;Crisis Produtivas;RJ;V. Filmes & Comunicação;RJ;Pipa;7;4943;40124
2005;B0400168800000;O Casamento De Romeu E Julieta;Bruno Barreto;Ficção;Filmes Do Equador;RJ;-;-;Buena Vista;215;969278;7303657
2005;B0500370500000;O Coronel E O Lobisomem;Maurício Farias;Ficção;Uns Produções E Filmes;RJ;Brasil Filmes/Digital 21/Megacolor;SP/SP/SP;Fox;166;654983;4678543
2005;B0400106000000;O Cárcere E A Rua;Liliana Sulzbach;Documentário;Zeppelin Filmes;RS;-;-;Pandora;17;7792;37424
2005;B0400129500000;O Diabo A Quatro;Alice De Andrade;Ficção;Tambellini Filmes;RJ;-;-;Riofilme;4;7247;52512
2005;B0500378800000;O Fim E O Princípio;Eduardo Coutinho;Documentário;Videofilmes;RJ;-;-;Videofilmes;3;9674;81146
2005;B0300039300000;O Signo Do Caos;Rogério Sganzerla;Ficção;Mercúrio Produções;SP;-;-;Riofilme;3;1255;9130
2005;B0500279400000;Preto E Branco;Carlos Nader;Documentário;Iucatan Produções/Já Filmes;SP/SP;-;-;Polifilmes;ND;ND;ND
2005;B0500247600000;Preto No Branco;Ronaldo German;Ficção;Daron Cine Video;RJ;-;-;Distribuição Própria;1;65;ND
2005;B0500238500000;Quanto Vale Ou É Por Quilo ?;Sérgio Bianchi;Ficção;Agravo Produções Cinematográficas;SP;-;-;Riofilme;8;32863;195672
2005;B0400102900000;Quase Dois Irmãos;Lucia Murat;Ficção;Taiga Filmes E Vídeo;RJ;-;-;Imovision;23;58928;460087
2005;B0500334900000;Sal De Prata;Carlos Gerbase;Ficção;Casa De Cinema De Porto Alegre;RS;Quanta-Rio;RJ;Columbia;41;17289;124880
2005;B0400148300000;Soldado De Deus;Sérgio Sanz;Documentário;J.Sanz Produção Audiovisual;RJ;-;-;Riofilme;2;2528;18919
2005;B0500280100000;Sou Feia Mas Tô Na Moda;Denise Garcia;Documentário;Toscographics;RJ;-;-;Imovision;4;5575;44447
2005;B0400129900000;Tainá 2 - A Aventura Continua;Mauro Lima;Ficção;Sony Pictures/Tietê Produções;SP/RJ;-;-;Columbia;164;788442;4612264
2005;B0400171000000;Vida De Menina;Helena Solberg;Ficção;Radiante Filmes;RJ;-;-;Europa/Mam;8;27648;210049
2005;B0500293600000;Vinícius;Miguel Faria Jr.;Documentário;1001 Filmes;RJ;-;-;Uip;32;271979;2378985
2005;B0500340300000;Vlado: 30 Anos Depois;João Batista De Andrade;Documentário;Oeste Filmes/Tao Produções;SP/SP;João Batista De Andrade;-;Oeste Filmes Brasileiros;2;3283;24902
2005;B0500385000000;Vocação Do Poder;Eduardo Escorel/José Joffily;Documentário;Cinefilmes/Coevo Filmes;RJ/RJ;-;-;Videofilmes;3;1995;14914
2005;B0500433700000;Xuxinha E Guto Contra Os Monstros Do Espaço;Clewerson Saremba/Moacyr Góes;Animação;Diler & Associados;RJ;-;-;Warner;52;596218;4259097
2006;B0600599800000;1972;José Emílio Rondeau;Ficção;Grupo Novo De Cinema E Tv/Labocine;RJ/RJ;-;-;Buena Vista;21;6756;57994
2006;B0500440400000;A Concepção;José Eduardo Belmonte;Ficção;Olhos De Cão;SP;34 Filmes/Risco Filmes/Estudios Quanta/Brasil Filmes/Megacolor/Matheus Nachtergaele;DF/SP/SP/SP/SP/-;Imovision;15;20827;145883
2006;B0400128700000;A Conspiração Do Silêncio;Ronaldo Duque;Ficção;Asacine Produções/Ronaldo Duque & Associados;DF/GO;-;-;Polifilmes;6;5676;38784
2006;B0600500500000;A Festa De Margarette;Renato Falcão;Ficção;Filmik;RS;-;-;Accorde Audiovisuais;2;9486;ND
2006;B0600494700000;A Ilha Do Terrível Rapaterra;Ariane Porto;Ficção;Raiz Produções;SP;-;-;Califórnia;37;5240;37729
2006;B0500321500000;A Mochila Do Mascate;Antonia Ratto/Gabriela Greeb;Documentário;Tibet Filme;RJ;-;-;Copacabana Filmes;4;2191;6892
2006;B0500377400000;A Máquina;João Falcão;Ficção;Diler & Associados;RJ;-;-;Buena Vista;70;56088;440711
2006;B0600476000000;A Odisséia Musical De Gilberto Mendes;Carlos De Moura Ribeiro Mendes;Documentário;Berço Esplêndido Produções Cinematográficas;SP;-;-;Berço Esplêndido;ND;ND;ND
2006;B0400119600000;A Oitava Cor Do Arco-Íris;Amauri Tangará;Ficção;Cia D'Artes Do Brasil;MT;-;-;Polifilmes;2;274;2292
2006;B0500323500000;Achados E Perdidos;José Joffily;Ficção;Coevo Filmes;RJ;-;-;Imagem;20;14328;109076
2006;B0600459600000;Acredite, Um Espírito Baixou Em Mim;Jorge Moreno;Ficção;Fam Produções;MG;-;-;Fam Filmes;6;30458;211042
2006;B0600461400000;Anjos Do Sol;Rudi Lagemann;Ficção;Caradecão Filmes;RJ;-;-;Downtown;44;79800;623063
2006;B0600475100000;Boleiros 2;Ugo Giorgetti;Ficção;Sp Filmes De São Paulo;SP;Maria Luisa Cardoso De Oliveira;SP;Mais Filmes;22;10316;93786
2006;B0600490100000;Brasília 18%;Nelson Pereira Dos Santos;Ficção;Regina Filmes/Videofilmes;RJ/RJ;Chin Produções Artísticas;RJ;Sony;46;15587;136947
2006;B0500222300000;Brilhante;Conceição Senna;Documentário;Mp2 Produções;RJ;-;-;Mp2;3;1581;9720
2006;B0400163200000;Cafundó;Clóvis Bueno/Paulo Betti;Ficção;Prole De Adão Produção Artísticas;RJ;Laz Audiovisual;PR;Laz;7;33534;185707
2006;B0500431600000;Cafuné;Bruno Vianna;Ficção;Raccord Produções;RJ;-;-;Filmes Do Estação;1;4236;33727
2006;B0600509100000;Canta Maria;Francisco Ramalho Jr.;Ficção;Ramalho Filmes;SP;-;-;Califórnia;34;7949;57359
2006;B0600466700000;Carnaval, Bexiga, Funk E Sombrinha;Marcus Vinícius Faustini;Documentário;Kl Produções;RJ;-;-;Kl Produções;ND;6955;59041
2006;B0600555800000;Casseta E Planeta - Seus Problemas Acabaram;José Lavigne;Ficção;Globo Filmes;RJ;-;-;Europa/Mam;180;596624;4262366
2006;B0500440200000;Cerro Do Jarau;Beto Souza;Ficção;Imagem B;RS;Walper Ruas Produções;RS;Europa/Mam;3;6252;19195
2006;B0500324300000;Crime Delicado;Beto Brant;Ficção;Drama Filmes;SP;Ricca Produções/Megacolor/Brasil Filmes/Locall;SP/SP/SP/SP;Downtown;4;21891;181460
2006;B0600467200000;Depois Daquele Baile;Roberto Bomtempo;Ficção;Movimento Carioca Produções Artísticas;RJ;-;-;Mais Filmes;22;28869;247791
2006;B0600481600000;Dia De Festa;Toni Venturi;Documentário;Olhar Imaginário;SP;-;-;Pandora;2;1620;9975
2006;B0500444600000;Didi, O Caçador De Tesouros;Marcus Figueiredo;Ficção;Diler & Associados;RJ;-;-;Buena Vista;199;1024732;6220016
2006;B0500286600000;Do Luto À Luta;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP;-;-;Mais Filmes;5;3107;26991
2006;B1101450100000;Do Outro Lado Do Rio;Lucas Bambozzi;Documentário;Illud Tempus;SP;-;-;Distribuição Própria;ND;ND;ND
2006;B0500376500000;Dom Helder Camara - O Santo Rebelde;Erika Bauer;Documentário;Cor Filmes;DF;-;-;Pandora;2;3592;23410
2006;B0500209900000;Estamira;Marcos Prado;Documentário;Zazen Produções;RJ;-;-;Riofilme;8;40992;317423
2006;B0500441200000;Eu Me Lembro;Edgard Navarro;Ficção;Truque;BA;-;-;Pandora;5;15094;124394
2006;B0400127500000;Família Alcântara;Daniel Solá Santiago/Lilian Solá Santiago;Documentário;Daniel Solá Santiago Produções;SP;-;-;Daniel Solá Santiago;1;307;2345
2006;B0600566800000;Fica Comigo Esta Noite;João Falcão;Ficção;Diler & Associados;RJ;-;-;Buena Vista;80;249248;1925083
2006;B0600467100000;Gatão De Meia Idade;Antonio Carlos Da Fontoura;Ficção;Ipê Artes;RJ;-;-;Downtown;38;81947;751249
2006;B0500442700000;Ginga – A Alma Do Futebol Brasileiro;Hank Levine/Marcelo Machado/Tocha Alves;Documentário;O2 Filmes;SP;-;-;O2 Filmes;3;1266;3925
2006;B0500264200000;Helena Meireles A Dama Da Viola;Francisco De Paula;Documentário;Naive Produções Artísticas;SP;-;-;Cinebr;1;2495;9394
2006;B0600493900000;Incuráveis;Gustavo Acioli;Ficção;Lavoro Produções;RJ;-;-;Polifilmes;ND;1871;14382
2006;B0600539200000;Intervalo Clandestino;Eryk Rocha;Documentário;Grupo Novo De Cinema E Tv;RJ;-;-;Gnctv;ND;ND;419
2006;B0600477800000;Irma Vap - O Retorno;Carla Camurati;Ficção;Copacabana Filmes E Produções/Pequena Central;SP/RJ;-;-;Downtown;100;247325;2239090
2006;B0500439200000;Meninas;Sandra Werneck;Documentário;Cineluz Produções/Giros;RJ/RJ;Sandra Werneck;-;Downtown;4;4208;26415
2006;B0500316800000;Moacir Arte Bruta;Walter Carvalho;Documentário;Kinofilme/República Pureza Filmes;RJ/RJ;-;-;Riofilme;2;2271;16966
2006;B0600546700000;Muito Gelo E Dois Dedos D'Água;Daniel Filho;Ficção;Globo Filmes;RJ;Lereby;RJ;Buena Vista;132;509098;3960788
